[header]
width=32
height=24
tilewidth=32
tileheight=32
orientation=orthogonal

[tilesets]
tileset=../../../../Pictures/desert.png,32,32,0,0

[layer]
type=background
data=
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30

[layer]
type=wall
data=
36,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,37,
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,27,0,0,0,0,0,0,0,0,0,0,0,33,
35,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,33,34,35,0,0,0,0,48,0,0,0,0,0,0,33,
35,0,0,0,25,26,27,0,0,0,0,25,26,27,0,0,0,41,42,43,0,0,0,0,0,0,0,0,0,48,0,33,
35,0,0,0,33,34,35,0,0,0,0,33,34,35,0,0,0,0,0,0,25,26,27,0,0,25,26,27,0,0,0,33,
35,0,0,0,41,42,43,0,0,0,0,41,42,43,0,0,0,0,0,0,33,34,35,0,0,33,34,35,0,0,0,33,
35,0,48,0,0,0,0,25,26,27,0,0,0,0,0,0,0,0,0,0,41,42,43,0,0,41,42,43,0,0,0,33,
35,0,0,0,0,0,0,33,34,35,0,0,0,0,25,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,
35,0,0,25,26,27,0,41,42,43,0,0,0,0,33,34,35,0,25,26,27,0,0,0,0,0,0,0,0,0,46,33,
35,30,30,33,34,35,0,0,0,0,25,26,27,0,41,42,43,0,33,47,35,0,0,25,26,27,0,0,25,26,27,33,
44,27,30,41,42,43,0,0,0,0,33,34,35,0,0,0,0,0,41,42,43,0,0,33,34,35,0,0,33,34,35,33,
34,35,30,0,0,0,0,0,0,0,41,42,43,0,0,0,0,0,0,0,0,0,0,41,42,43,0,0,41,42,43,33,
34,35,30,0,0,25,26,27,0,0,0,0,0,0,0,48,0,0,0,25,26,27,0,0,0,0,0,0,0,0,0,33,
